STATE,STATENAME,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERSONS,PERMVIT,PERNOTMVIT,COUNTY,COUNTYNAME,CITY,CITYNAME,DAY,DAYNAME,MONTH,MONTHNAME,YEAR,DAY_WEEK,DAY_WEEKNAME,HOUR,HOURNAME,MINUTE,MINUTENAME,NHS,NHSNAME,ROUTE,ROUTENAME,TWAY_ID,TWAY_ID2,RUR_URB,RUR_URBNAME,FUNC_SYS,FUNC_SYSNAME,RD_OWNER,RD_OWNERNAME,MILEPT,MILEPTNAME,LATITUDE,LATITUDENAME,LONGITUD,LONGITUDNAME,SP_JUR,SP_JURNAME,HARM_EV,HARM_EVNAME,MAN_COLL,MAN_COLLNAME,RELJCT1,RELJCT1NAME,RELJCT2,RELJCT2NAME,TYP_INT,TYP_INTNAME,WRK_ZONE,WRK_ZONENAME,REL_ROAD,REL_ROADNAME,LGT_COND,LGT_CONDNAME,WEATHER1,WEATHER1NAME,WEATHER2,WEATHER2NAME,WEATHER,WEATHERNAME,SCH_BUS,SCH_BUSNAME,RAIL,RAILNAME,NOT_HOUR,NOT_HOURNAME,NOT_MIN,NOT_MINNAME,ARR_HOUR,ARR_HOURNAME,ARR_MIN,ARR_MINNAME,HOSP_HR,HOSP_HRNAME,HOSP_MN,HOSP_MNNAME,CF1,CF1NAME,CF2,CF2NAME,CF3,CF3NAME,FATALS,DRUNK_DR
17,Illinois,170217,1,1,0,0,1,1,0,153,PULASKI (153),0,NOT APPLICABLE,13,13,4,April,2016,4,Wednesday,22,10:00pm-10:59pm,15,15,0,This section IS NOT on the NHS,5,Local Street - Township,TAMMIS RD,,2,Urban,7,Local,3,Town or Township Highway Agency,0,None,37.24359444,37.24359444,-89.24021111,-89.24021111,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,On Roadside,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,1
17,Illinois,170368,1,1,0,1,1,1,1,103,LEE (103),0,NOT APPLICABLE,13,13,4,April,2016,4,Wednesday,21,9:00pm-9:59pm,30,30,1,This section IS ON the NHS,2,U.S. Highway,US-52  (GALENA AVE),SR-2    (EVERETT ST),2,Urban,3,Principal Arterial - Other,1,State Highway Agency,488,488,41.84835833,41.84835833,-89.48474722,-89.48474722,0,No Special Jurisdiction,9,Pedalcyclist,0,Not a Collision with Motor Vehicle In-Transport,0,No,2,Intersection,2,Four-Way Intersection,0,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
19,Iowa,190055,1,1,0,0,3,3,0,193,WOODBURY (193),7850,SIOUX CITY,13,13,4,April,2016,4,Wednesday,18,6:00pm-6:59pm,48,48,0,This section IS NOT on the NHS,6,Local Street - Municipality,28TH ST,,2,Urban,7,Local,4,City or Municipal Highway Agency,0,None,42.51846944,42.51846944,-96.33658333,-96.33658333,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,18,6:00pm-6:59pm,49,49,18,6:00pm-6:59pm,58,58,19,7:00pm-7:59pm,12,12,0,None,0,None,0,None,1,0
21,Kentucky,210158,2,2,0,0,2,2,0,111,JEFFERSON (111),2090,LOUISVILLE,13,13,4,April,2016,4,Wednesday,17,5:00pm-5:59pm,45,45,0,This section IS NOT on the NHS,3,State Highway,SR-1631,MAYLAWN AVE,2,Urban,4,Minor Arterial,1,State Highway Agency,14,14,38.208675,38.208675,-85.75106111,-85.75106111,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,3,Intersection-Related,3,T-Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,17,5:00pm-5:59pm,48,48,17,5:00pm-5:59pm,54,54,18,6:00pm-6:59pm,14,14,0,None,0,None,0,None,1,0
21,Kentucky,210198,1,1,0,1,1,1,1,235,WHITLEY (235),3580,WILLIAMSBURG,13,13,4,April,2016,4,Wednesday,17,5:00pm-5:59pm,59,59,0,This section IS NOT on the NHS,2,U.S. Highway,US-25W,,2,Urban,4,Minor Arterial,1,State Highway Agency,125,125,36.74664167,36.74664167,-84.15890833,-84.15890833,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,On Roadside,1,Daylight,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,18,6:00pm-6:59pm,0,0,18,6:00pm-6:59pm,8,8,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,1
22,Louisiana,220192,1,1,0,0,1,1,0,115,VERNON (115),2166,SLAGLE,13,13,4,April,2016,4,Wednesday,23,11:00pm-11:59pm,45,45,0,This section IS NOT on the NHS,3,State Highway,SR-184,SR-8,1,Rural,5,Major Collector,1,State Highway Agency,2,2,31.15981111,31.15981111,-93.19468056,-93.19468056,0,No Special Jurisdiction,59,Traffic Sign Support,0,Not a Collision with Motor Vehicle In-Transport,0,No,3,Intersection-Related,3,T-Intersection,0,None,4,On Roadside,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,23,11:00pm-11:59pm,54,54,0,0:00am-0:59am,0,0,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
24,Maryland,240087,4,4,0,0,5,5,0,5,BALTIMORE (5),0,NOT APPLICABLE,13,13,4,April,2016,4,Wednesday,23,11:00pm-11:59pm,10,10,1,This section IS ON the NHS,1,Interstate,I-695,,2,Urban,1,Interstate,1,State Highway Agency,102,102,39.34343333,39.34343333,-76.74495833,-76.74495833,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,23,11:00pm-11:59pm,8,8,23,11:00pm-11:59pm,12,12,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),14,"Motor Vehicle struck by falling cargo,or something that came loose from or something that was set in motion by a vehicle",0,None,0,None,1,1
26,Michigan,260873,1,1,0,0,1,1,0,163,WAYNE (163),4220,RIVER ROUGE,13,13,4,April,2016,4,Wednesday,17,5:00pm-5:59pm,55,55,0,This section IS NOT on the NHS,6,Local Street - Municipality,HALTINER ST,,2,Urban,7,Local,98,Not Reported,21,21,42.26453333,42.26453333,-83.14010556,-83.14010556,0,No Special Jurisdiction,5,Fell/Jumped from Vehicle,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
29,Missouri,290247,1,1,0,0,1,1,0,510,ST. LOUIS (CITY) (510),7080,ST LOUIS,13,13,4,April,2016,4,Wednesday,18,6:00pm-6:59pm,6,6,1,This section IS ON the NHS,1,Interstate,I-70 RV,,2,Urban,1,Interstate,1,State Highway Agency,27,27,38.67951111,38.67951111,-90.211375,-90.211375,0,No Special Jurisdiction,24,Guardrail Face,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,On Roadside,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
30,Montana,300045,1,1,0,0,1,1,0,95,STILLWATER (95),0,NOT APPLICABLE,13,13,4,April,2016,4,Wednesday,18,6:00pm-6:59pm,15,15,0,This section IS NOT on the NHS,3,State Highway,SR-419,,1,Rural,5,Major Collector,1,State Highway Agency,150,150,45.40783056,45.40783056,-109.7166833,-109.71668333,0,No Special Jurisdiction,31,"Post, Pole or Other Supports",0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,On Roadside,1,Daylight,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,18,6:00pm-6:59pm,19,19,18,6:00pm-6:59pm,37,37,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
31,Nebraska,310039,1,1,0,0,2,2,0,37,COLFAX (37),0,NOT APPLICABLE,13,13,4,April,2016,4,Wednesday,16,4:00pm-4:59pm,38,38,0,This section IS NOT on the NHS,4,County Road,CR-COUNTY ROAD 10,,1,Rural,7,Local,2,County Highway Agency,0,None,41.51035556,41.51035556,-97.0792,-97.0792,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,On Roadside,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,16,4:00pm-4:59pm,42,42,16,4:00pm-4:59pm,57,57,17,5:00pm-5:59pm,12,12,0,None,0,None,0,None,1,1
35,New Mexico,350080,1,1,0,0,2,2,0,57,TORRANCE (57),559,MCINTOSH,13,13,4,April,2016,4,Wednesday,16,4:00pm-4:59pm,21,21,0,This section IS NOT on the NHS,4,County Road,CR-A081 CALLE DEL SOL,,1,Rural,7,Local,2,County Highway Agency,0,None,34.89769167,34.89769167,-106.0114528,-106.01145278,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,On Roadside,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,16,4:00pm-4:59pm,23,23,16,4:00pm-4:59pm,33,33,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,1
39,Ohio,390298,2,2,0,0,6,6,0,155,TRUMBULL (155),0,NOT APPLICABLE,13,13,4,April,2016,4,Wednesday,20,8:00pm-8:59pm,24,24,1,This section IS ON the NHS,3,State Highway,SR-46,HIGHLAND TERRACE BLVD,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,61,61,41.21621389,41.21621389,-80.74020556,-80.74020556,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,8,Sideswipe - Opposite Direction,0,No,2,Intersection,2,Four-Way Intersection,0,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,20,8:00pm-8:59pm,23,23,20,8:00pm-8:59pm,31,31,20,8:00pm-8:59pm,40,40,0,None,0,None,0,None,1,0
42,Pennsylvania,420216,2,2,0,0,3,3,0,123,WARREN (123),0,NOT APPLICABLE,13,13,4,April,2016,4,Wednesday,18,6:00pm-6:59pm,0,0,0,This section IS NOT on the NHS,3,State Highway,SR-1021 JACKSON AVE,,1,Rural,6,Minor Collector,1,State Highway Agency,13,13,41.850575,41.850575,-79.118375,-79.118375,0,No Special Jurisdiction,7,Other Non-Collision,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,On Roadside,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,88,Not Applicable (Not Notified),88,Not Applicable (Not Notified),88,Not Applicable,88,Not Applicable,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,1
42,Pennsylvania,420256,2,2,0,0,2,2,0,101,PHILADELPHIA (101),6540,PHILADELPHIA,13,13,4,April,2016,4,Wednesday,21,9:00pm-9:59pm,20,20,0,This section IS NOT on the NHS,3,State Highway,SR-2009 ARAMINGO AVE,SR-2014 LEHIGH AVE,2,Urban,5,Major Collector,1,State Highway Agency,9,9,39.98155833,39.98155833,-75.11740278,-75.11740278,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,2,Intersection,2,Four-Way Intersection,0,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
42,Pennsylvania,420394,1,1,0,0,1,1,0,89,MONROE (89),0,NOT APPLICABLE,13,13,4,April,2016,4,Wednesday,23,11:00pm-11:59pm,56,56,1,This section IS ON the NHS,2,U.S. Highway,US-209 HAMILTON WEST RD,,1,Rural,3,Principal Arterial - Other,99,Unknown,110,110,40.92776667,40.92776667,-75.32816111,-75.32816111,0,No Special Jurisdiction,42,Tree (Standing Only),0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,On Roadside,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,1
45,South Carolina,450212,2,2,0,0,2,2,0,3,AIKEN (3),0,NOT APPLICABLE,13,13,4,April,2016,4,Wednesday,21,9:00pm-9:59pm,0,0,0,This section IS NOT on the NHS,3,State Highway,SR-421,,2,Urban,4,Minor Arterial,1,State Highway Agency,28,28,33.50066667,33.50066667,-81.87856389,-81.87856389,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,21,9:00pm-9:59pm,3,3,21,9:00pm-9:59pm,7,7,21,9:00pm-9:59pm,40,40,0,None,0,None,0,None,1,0
48,Texas,480855,2,2,0,0,4,4,0,71,CHAMBERS (71),9997,Other,13,13,4,April,2016,4,Wednesday,20,8:00pm-8:59pm,44,44,1,This section IS ON the NHS,3,State Highway,SR-146,,2,Urban,3,Principal Arterial - Other,98,Not Reported,55,55,29.80764444,29.80764444,-94.90310278,-94.90310278,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,20,8:00pm-8:59pm,44,44,20,8:00pm-8:59pm,55,55,21,9:00pm-9:59pm,57,57,0,None,0,None,0,None,1,1
48,Texas,480925,2,2,0,0,2,2,0,201,HARRIS (201),0,NOT APPLICABLE,13,13,4,April,2016,4,Wednesday,23,11:00pm-11:59pm,40,40,0,This section IS NOT on the NHS,8,Other,FM 1960,GREENBROOK DR,2,Urban,3,Principal Arterial - Other,98,Not Reported,156,156,30.02485,30.02485,-95.41378056,-95.41378056,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,2,Four-Way Intersection,0,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
48,Texas,480926,1,1,0,0,1,1,0,201,HARRIS (201),3280,HOUSTON,13,13,4,April,2016,4,Wednesday,19,7:00pm-7:59pm,15,15,0,This section IS NOT on the NHS,6,Local Street - Municipality,CLOVER CREEK DR,,2,Urban,7,Local,98,Not Reported,0,None,30.06472222,30.06472222,-95.16639167,-95.16639167,0,No Special Jurisdiction,5,Fell/Jumped from Vehicle,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,1,Daylight,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,0,No,0000000,Not Applicable,19,7:00pm-7:59pm,16,16,19,7:00pm-7:59pm,26,26,20,8:00pm-8:59pm,24,24,0,None,0,None,0,None,1,0
48,Texas,482068,4,4,0,0,12,12,0,113,DALLAS (113),2590,GARLAND,13,13,4,April,2016,4,Wednesday,23,11:00pm-11:59pm,4,4,1,This section IS ON the NHS,1,Interstate,I-635 LBJ FWY,LA PRADA DR,1,Rural,1,Interstate,1,State Highway Agency,110,110,32.84678333,32.84678333,-96.63754722,-96.63754722,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,23,11:00pm-11:59pm,17,17,23,11:00pm-11:59pm,24,24,23,11:00pm-11:59pm,44,44,0,None,0,None,0,None,2,0
