STATE,STATENAME,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERSONS,PERMVIT,PERNOTMVIT,COUNTY,COUNTYNAME,CITY,CITYNAME,DAY,DAYNAME,MONTH,MONTHNAME,YEAR,DAY_WEEK,DAY_WEEKNAME,HOUR,HOURNAME,MINUTE,MINUTENAME,NHS,NHSNAME,ROUTE,ROUTENAME,TWAY_ID,TWAY_ID2,RUR_URB,RUR_URBNAME,FUNC_SYS,FUNC_SYSNAME,RD_OWNER,RD_OWNERNAME,MILEPT,MILEPTNAME,LATITUDE,LATITUDENAME,LONGITUD,LONGITUDNAME,SP_JUR,SP_JURNAME,HARM_EV,HARM_EVNAME,MAN_COLL,MAN_COLLNAME,RELJCT1,RELJCT1NAME,RELJCT2,RELJCT2NAME,TYP_INT,TYP_INTNAME,WRK_ZONE,WRK_ZONENAME,REL_ROAD,REL_ROADNAME,LGT_COND,LGT_CONDNAME,WEATHER1,WEATHER1NAME,WEATHER2,WEATHER2NAME,WEATHER,WEATHERNAME,SCH_BUS,SCH_BUSNAME,RAIL,RAILNAME,NOT_HOUR,NOT_HOURNAME,NOT_MIN,NOT_MINNAME,ARR_HOUR,ARR_HOURNAME,ARR_MIN,ARR_MINNAME,HOSP_HR,HOSP_HRNAME,HOSP_MN,HOSP_MNNAME,CF1,CF1NAME,CF2,CF2NAME,CF3,CF3NAME,FATALS,DRUNK_DR
12,Florida,120981,2,2,0,0,4,4,0,9,BREVARD (9),620,COCOA,27,27,4,April,2016,4,Wednesday,22,10:00pm-10:59pm,37,37,1,This section IS ON the NHS,1,Interstate,I-95,SR-524,2,Urban,1,Interstate,1,State Highway Agency,99998,Not Reported,28.37414444,28.37414444,-80.80466389,-80.80466389,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,1,Yes,2,Intersection,3,T-Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
12,Florida,122233,2,2,0,0,2,2,0,95,ORANGE (95),2360,ORLANDO,27,27,4,April,2016,4,Wednesday,22,10:00pm-10:59pm,24,24,0,This section IS NOT on the NHS,5,Local Street - Township,LANDSTREET RD,,2,Urban,5,Major Collector,25,Other Local Agency,99998,Not Reported,28.43658333,28.43658333,-81.34954444,-81.34954444,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
13,Georgia,130416,2,2,0,0,6,6,0,219,OCONEE (219),5830,WATKINSVILLE,27,27,4,April,2016,4,Wednesday,20,8:00pm-8:59pm,55,55,0,This section IS NOT on the NHS,3,State Highway,SR-15,,1,Rural,5,Major Collector,1,State Highway Agency,58,58,33.80286111,33.80286111,-83.340975,-83.340975,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,21,9:00pm-9:59pm,1,1,21,9:00pm-9:59pm,14,14,21,9:00pm-9:59pm,40,40,0,None,0,None,0,None,4,0
16,Idaho,160049,2,2,0,0,2,2,0,51,JEFFERSON (51),0,NOT APPLICABLE,27,27,4,April,2016,4,Wednesday,16,4:00pm-4:59pm,22,22,1,This section IS ON the NHS,1,Interstate,I-15,,1,Rural,1,Interstate,1,State Highway Agency,1402,1402,43.79254444,43.79254444,-112.1745944,-112.17459444,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,16,4:00pm-4:59pm,24,24,16,4:00pm-4:59pm,32,32,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
17,Illinois,170255,1,1,0,0,1,1,0,107,LOGAN (107),0,NOT APPLICABLE,27,27,4,April,2016,4,Wednesday,19,7:00pm-7:59pm,38,38,0,This section IS NOT on the NHS,5,Local Street - Township,600TH ST (COUNTY RD 600),,1,Rural,7,Local,3,Town or Township Highway Agency,0,None,40.00446389,40.00446389,-89.30433056,-89.30433056,0,No Special Jurisdiction,43,Other Fixed Object,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,On Roadside,5,Dusk,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,1
18,Indiana,180216,2,2,0,0,3,3,0,63,HENDRICKS (63),560,BROWNSBURG,27,27,4,April,2016,4,Wednesday,16,4:00pm-4:59pm,31,31,1,This section IS ON the NHS,3,State Highway,SR- 267,CR- 300,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,0,None,39.80682778,39.80682778,-86.40061944,-86.40061944,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,2,Intersection,3,T-Intersection,0,None,1,On Roadway,1,Daylight,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
22,Louisiana,220172,1,1,0,0,2,2,0,105,TANGIPAHOA (105),980,HAMMOND,27,27,4,April,2016,4,Wednesday,23,11:00pm-11:59pm,55,55,1,This section IS ON the NHS,2,U.S. Highway,US-190,,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,80,80,30.50206389,30.50206389,-90.47,-90.47,0,No Special Jurisdiction,40,Fire Hydrant,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,On Roadside,6,Dark - Unknown Lighting,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,23,11:00pm-11:59pm,58,58,0,0:00am-0:59am,5,5,0,0:00am-0:59am,50,50,0,None,0,None,0,None,1,0
22,Louisiana,220212,2,2,0,0,3,3,0,51,JEFFERSON (51),1545,METAIRIE,27,27,4,April,2016,4,Wednesday,20,8:00pm-8:59pm,25,25,1,This section IS ON the NHS,2,U.S. Highway,US-61 AIRLINE HWY,L & A RD,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,23,23,29.97222778,29.97222778,-90.12730833,-90.12730833,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,7,Crossover-Related,1,Not an Intersection,0,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,20,8:00pm-8:59pm,31,31,20,8:00pm-8:59pm,34,34,20,8:00pm-8:59pm,49,49,0,None,0,None,0,None,1,0
35,New Mexico,350090,2,2,0,0,3,3,0,1,BERNALILLO (1),30,ALBUQUERQUE,27,27,4,April,2016,4,Wednesday,20,8:00pm-8:59pm,0,0,1,This section IS ON the NHS,3,State Highway,SR-556 TRAMWAY BLVD,INDIAN SCHOOL RD,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,135,135,35.09474167,35.09474167,-106.4975944,-106.49759444,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,2,Four-Way Intersection,0,None,1,On Roadway,5,Dusk,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,20,8:00pm-8:59pm,5,5,20,8:00pm-8:59pm,10,10,20,8:00pm-8:59pm,29,29,0,None,0,None,0,None,2,1
39,Ohio,390237,1,1,0,0,1,1,0,55,GEAUGA (55),0,NOT APPLICABLE,27,27,4,April,2016,4,Wednesday,23,11:00pm-11:59pm,40,40,0,This section IS NOT on the NHS,4,County Road,CR-8,,1,Rural,5,Major Collector,2,County Highway Agency,0,None,41.55586944,41.55586944,-81.28495833,-81.28495833,0,No Special Jurisdiction,34,Ditch,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,On Roadside,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,23,11:00pm-11:59pm,46,46,23,11:00pm-11:59pm,52,52,0,0:00am-0:59am,33,33,0,None,0,None,0,None,1,1
39,Ohio,390420,2,2,0,0,3,3,0,19,CARROLL (19),0,NOT APPLICABLE,27,27,4,April,2016,4,Wednesday,22,10:00pm-10:59pm,33,33,0,This section IS NOT on the NHS,3,State Highway,SR-43 CANTON RD,,1,Rural,4,Minor Arterial,1,State Highway Agency,217,217,40.68535833,40.68535833,-81.14888889,-81.14888889,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,8,Sideswipe - Opposite Direction,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,22,10:00pm-10:59pm,29,29,22,10:00pm-10:59pm,41,41,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
40,Oklahoma,400249,1,1,0,1,1,1,1,143,TULSA (143),4780,TULSA,27,27,4,April,2016,4,Wednesday,20,8:00pm-8:59pm,53,53,0,This section IS NOT on the NHS,6,Local Street - Municipality,E 11TH ST S,,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,None,36.14791389,36.14791389,-95.97730833,-95.97730833,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,20,8:00pm-8:59pm,52,52,20,8:00pm-8:59pm,58,58,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,1
48,Texas,480973,1,1,0,1,1,1,1,439,TARRANT (439),2450,FORT WORTH,27,27,4,April,2016,4,Wednesday,17,5:00pm-5:59pm,42,42,0,This section IS NOT on the NHS,4,County Road,CR-ACORN CT,,2,Urban,7,Local,98,Not Reported,0,None,32.839325,32.839325,-97.49171111,-97.49171111,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,8,Driveway Access Related,1,Not an Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,17,5:00pm-5:59pm,41,41,17,5:00pm-5:59pm,57,57,18,6:00pm-6:59pm,28,28,0,None,0,None,0,None,1,0
48,Texas,481001,1,1,0,1,1,1,1,241,JASPER (241),0,NOT APPLICABLE,27,27,4,April,2016,4,Wednesday,23,11:00pm-11:59pm,45,45,1,This section IS ON the NHS,2,U.S. Highway,US-96,CR-722,1,Rural,3,Principal Arterial - Other,98,Not Reported,15,15,30.42586944,30.42586944,-93.98473889,-93.98473889,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,2,Intersection,3,T-Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
48,Texas,481002,1,1,0,1,1,1,1,439,TARRANT (439),2450,FORT WORTH,27,27,4,April,2016,4,Wednesday,21,9:00pm-9:59pm,54,54,1,This section IS ON the NHS,1,Interstate,I-35/SOUTH FWY,,2,Urban,1,Interstate,1,State Highway Agency,42,42,32.70901944,32.70901944,-97.32073889,-97.32073889,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
51,Virginia,510185,2,2,0,0,3,3,0,165,ROCKINGHAM (165),0,NOT APPLICABLE,27,27,4,April,2016,4,Wednesday,23,11:00pm-11:59pm,20,20,0,This section IS NOT on the NHS,2,U.S. Highway,US-33,,2,Urban,4,Minor Arterial,1,State Highway Agency,180,180,38.45481111,38.45481111,-78.94008889,-78.94008889,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,0,No,0000000,Not Applicable,23,11:00pm-11:59pm,21,21,23,11:00pm-11:59pm,36,36,0,0:00am-0:59am,14,14,0,None,0,None,0,None,1,0
53,Washington,530128,2,2,0,0,2,2,0,53,PIERCE (53),2230,TACOMA,27,27,4,April,2016,4,Wednesday,20,8:00pm-8:59pm,18,18,0,This section IS NOT on the NHS,6,Local Street - Municipality,S 38TH ST,M ST,2,Urban,3,Principal Arterial - Other,4,City or Municipal Highway Agency,0,None,47.22312222,47.22312222,-122.4507222,-122.45072222,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,2,Four-Way Intersection,0,None,1,On Roadway,5,Dusk,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
