STATE,STATENAME,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERSONS,PERMVIT,PERNOTMVIT,COUNTY,COUNTYNAME,CITY,CITYNAME,DAY,DAYNAME,MONTH,MONTHNAME,YEAR,DAY_WEEK,DAY_WEEKNAME,HOUR,HOURNAME,MINUTE,MINUTENAME,NHS,NHSNAME,ROUTE,ROUTENAME,TWAY_ID,TWAY_ID2,RUR_URB,RUR_URBNAME,FUNC_SYS,FUNC_SYSNAME,RD_OWNER,RD_OWNERNAME,MILEPT,MILEPTNAME,LATITUDE,LATITUDENAME,LONGITUD,LONGITUDNAME,SP_JUR,SP_JURNAME,HARM_EV,HARM_EVNAME,MAN_COLL,MAN_COLLNAME,RELJCT1,RELJCT1NAME,RELJCT2,RELJCT2NAME,TYP_INT,TYP_INTNAME,WRK_ZONE,WRK_ZONENAME,REL_ROAD,REL_ROADNAME,LGT_COND,LGT_CONDNAME,WEATHER1,WEATHER1NAME,WEATHER2,WEATHER2NAME,WEATHER,WEATHERNAME,SCH_BUS,SCH_BUSNAME,RAIL,RAILNAME,NOT_HOUR,NOT_HOURNAME,NOT_MIN,NOT_MINNAME,ARR_HOUR,ARR_HOURNAME,ARR_MIN,ARR_MINNAME,HOSP_HR,HOSP_HRNAME,HOSP_MN,HOSP_MNNAME,CF1,CF1NAME,CF2,CF2NAME,CF3,CF3NAME,FATALS,DRUNK_DR
11,District of Columbia,110005,2,2,0,0,2,2,0,1,DISTRICT OF COLUMBIA (1),10,"WASHINGTON, DC",20,20,4,April,2016,4,Wednesday,20,8:00pm-8:59pm,15,15,0,This section IS NOT on the NHS,6,Local Street - Municipality,1310 SOUTHERN AVENUE SOUTHEAST,,2,Urban,7,Local,4,City or Municipal Highway Agency,0,None,38.83560556,38.83560556,-76.98285833,-76.98285833,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,4,Driveway Access,1,Not an Intersection,0,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,20,8:00pm-8:59pm,16,16,20,8:00pm-8:59pm,18,18,20,8:00pm-8:59pm,37,37,99,Unknown,99,Unknown,99,Unknown,1,1
13,Georgia,130396,2,2,0,0,4,4,0,129,GORDON (129),0,NOT APPLICABLE,20,20,4,April,2016,4,Wednesday,23,11:00pm-11:59pm,56,56,1,This section IS ON the NHS,1,Interstate,I-75,,2,Urban,1,Interstate,1,State Highway Agency,27,27,34.44329722,34.44329722,-84.92009722,-84.92009722,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,23,11:00pm-11:59pm,53,53,23,11:00pm-11:59pm,59,59,0,0:00am-0:59am,13,13,19,Recent/Previous Crash scene Nearby,0,None,0,None,1,0
17,Illinois,170248,1,1,0,0,1,1,0,201,WINNEBAGO (201),7460,ROCKFORD,20,20,4,April,2016,4,Wednesday,17,5:00pm-5:59pm,53,53,0,This section IS NOT on the NHS,6,Local Street - Municipality,FEATHERSTONE RD,,2,Urban,7,Local,4,City or Municipal Highway Agency,0,None,42.27727778,42.27727778,-88.99666944,-88.99666944,0,No Special Jurisdiction,33,Curb,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,On Roadside,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
21,Kentucky,210200,1,1,0,1,1,1,1,111,JEFFERSON (111),2090,LOUISVILLE,20,20,4,April,2016,4,Wednesday,21,9:00pm-9:59pm,35,35,1,This section IS ON the NHS,2,U.S. Highway,US-31W,,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,73,73,38.090325,38.090325,-85.87705278,-85.87705278,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,1,Yes,17,Acceleration/Deceleration Lane,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
22,Louisiana,220198,1,1,0,0,1,1,0,29,CONCORDIA (29),0,NOT APPLICABLE,20,20,4,April,2016,4,Wednesday,19,7:00pm-7:59pm,35,35,0,This section IS NOT on the NHS,3,State Highway,SR-131,,1,Rural,5,Major Collector,1,State Highway Agency,50,50,31.55046389,31.55046389,-91.44910278,-91.44910278,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,On Roadside,1,Daylight,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,1
22,Louisiana,220254,3,3,0,0,3,3,0,71,ORLEANS (71),1690,NEW ORLEANS,20,20,4,April,2016,4,Wednesday,21,9:00pm-9:59pm,40,40,1,This section IS ON the NHS,1,Interstate,I-10,,2,Urban,1,Interstate,1,State Highway Agency,2519,2519,30.11247778,30.11247778,-89.89091111,-89.89091111,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,21,9:00pm-9:59pm,40,40,22,10:00pm-10:59pm,5,5,22,10:00pm-10:59pm,55,55,14,"Motor Vehicle struck by falling cargo,or something that came loose from or something that was set in motion by a vehicle",0,None,0,None,1,0
28,Mississippi,280147,1,1,0,0,1,1,0,113,PIKE (113),1470,MCCOMB,20,20,4,April,2016,4,Wednesday,18,6:00pm-6:59pm,43,43,0,This section IS NOT on the NHS,6,Local Street - Municipality,ENTERPRISE RD,,2,Urban,7,Local,4,City or Municipal Highway Agency,99998,Not Reported,31.25853611,31.25853611,-90.50713611,-90.50713611,0,No Special Jurisdiction,32,Culvert,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,On Roadside,1,Daylight,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
33,New Hampshire,330031,2,2,0,0,5,5,0,11,HILLSBOROUGH (11),310,MANCHESTER,20,20,4,April,2016,4,Wednesday,19,7:00pm-7:59pm,32,32,0,This section IS NOT on the NHS,6,Local Street - Municipality,BROWN AVE,RAYMOND STREET,2,Urban,7,Local,4,City or Municipal Highway Agency,0,None,42.94321944,42.94321944,-71.45253611,-71.45253611,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,2,Intersection,3,T-Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,19,7:00pm-7:59pm,32,32,19,7:00pm-7:59pm,38,38,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
36,New York,360201,1,1,0,4,1,1,4,59,NASSAU (59),2600,HEMPSTEAD,20,20,4,April,2016,4,Wednesday,16,4:00pm-4:59pm,58,58,0,This section IS NOT on the NHS,5,Local Street - Township,LINDEN AVE,LAUREL AVE,2,Urban,7,Local,3,Town or Township Highway Agency,0,None,40.69724444,40.69724444,-73.62472222,-73.62472222,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,3,Intersection-Related,2,Four-Way Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,16,4:00pm-4:59pm,58,58,17,5:00pm-5:59pm,3,3,17,5:00pm-5:59pm,22,22,0,None,0,None,0,None,1,0
37,North Carolina,370322,1,1,0,0,5,5,0,71,GASTON (71),0,NOT APPLICABLE,20,20,4,April,2016,4,Wednesday,18,6:00pm-6:59pm,9,9,0,This section IS NOT on the NHS,8,Other,SSR-2011,,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,0,None,35.26984444,35.26984444,-81.07463611,-81.07463611,0,No Special Jurisdiction,30,Utility Pole/Light Support,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,On Roadside,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,18,6:00pm-6:59pm,10,10,18,6:00pm-6:59pm,20,20,18,6:00pm-6:59pm,40,40,0,None,0,None,0,None,1,0
37,North Carolina,370379,2,2,0,0,2,2,0,123,MONTGOMERY (123),4660,TROY,20,20,4,April,2016,4,Wednesday,18,6:00pm-6:59pm,5,5,0,This section IS NOT on the NHS,3,State Highway,SR-109 ELDORADO ST,SHILOH RD,2,Urban,4,Minor Arterial,1,State Highway Agency,99999,Unknown,35.37011389,35.37011389,-79.91540556,-79.91540556,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,2,Four-Way Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,18,6:00pm-6:59pm,7,7,18,6:00pm-6:59pm,12,12,19,7:00pm-7:59pm,5,5,0,None,0,None,0,None,1,0
37,North Carolina,370399,3,3,0,0,4,4,0,119,MECKLENBURG (119),870,CHARLOTTE,20,20,4,April,2016,4,Wednesday,18,6:00pm-6:59pm,23,23,0,This section IS NOT on the NHS,6,Local Street - Municipality,WILKINSON BLVD,,2,Urban,3,Principal Arterial - Other,98,Not Reported,99999,Unknown,35.24544444,35.24544444,-81.00718333,-81.00718333,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,18,6:00pm-6:59pm,22,22,18,6:00pm-6:59pm,33,33,19,7:00pm-7:59pm,8,8,0,None,0,None,0,None,1,1
38,North Dakota,380101,1,1,0,1,2,2,1,85,SIOUX (85),515,CANNON BALL,20,20,4,April,2016,4,Wednesday,21,9:00pm-9:59pm,17,17,0,This section IS NOT on the NHS,5,Local Street - Township,8TH AVE SW,,1,Rural,7,Local,50,Indian Tribe Nation,0,None,46.38927222,46.38927222,-100.5889306,-100.58893056,3,Indian Reservation,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,21,9:00pm-9:59pm,25,25,21,9:00pm-9:59pm,43,43,22,10:00pm-10:59pm,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
39,Ohio,390216,2,2,0,0,4,4,0,103,MEDINA (103),0,NOT APPLICABLE,20,20,4,April,2016,4,Wednesday,20,8:00pm-8:59pm,9,9,0,This section IS NOT on the NHS,3,State Highway,SR-301,CR-84 NEW LONDON EASTERN RD,1,Rural,5,Major Collector,1,State Highway Agency,54,54,41.06842222,41.06842222,-82.12385278,-82.12385278,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,2,Four-Way Intersection,0,None,1,On Roadway,5,Dusk,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,20,8:00pm-8:59pm,16,16,20,8:00pm-8:59pm,34,34,21,9:00pm-9:59pm,12,12,0,None,0,None,0,None,1,1
39,Ohio,390419,1,1,0,1,2,2,1,57,GREENE (57),558,BEAVER CREEK,20,20,4,April,2016,4,Wednesday,20,8:00pm-8:59pm,58,58,1,This section IS ON the NHS,4,County Road,CR-1 COLONEL GLENN HWY,,2,Urban,3,Principal Arterial - Other,2,County Highway Agency,0,None,39.77483333,39.77483333,-84.07865556,-84.07865556,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,20,8:00pm-8:59pm,59,59,21,9:00pm-9:59pm,7,7,21,9:00pm-9:59pm,15,15,0,None,0,None,0,None,1,0
40,Oklahoma,400149,1,1,0,0,1,1,0,39,CUSTER (39),0,NOT APPLICABLE,20,20,4,April,2016,4,Wednesday,19,7:00pm-7:59pm,40,40,0,This section IS NOT on the NHS,4,County Road,CR-NS2360,,1,Rural,5,Major Collector,2,County Highway Agency,0,None,35.801,35.801,-98.7872,-98.7872,0,No Special Jurisdiction,42,Tree (Standing Only),0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,On Roadside,5,Dusk,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,19,7:00pm-7:59pm,48,48,19,7:00pm-7:59pm,57,57,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,None,0,None,0,None,1,0
47,Tennessee,470236,2,2,0,0,4,4,0,45,DYER (45),710,DYERSBURG,20,20,4,April,2016,4,Wednesday,19,7:00pm-7:59pm,31,31,0,This section IS NOT on the NHS,4,County Road,CR-MILLSFIELD HWY,,2,Urban,6,Minor Collector,2,County Highway Agency,23,23,36.08891111,36.08891111,-89.38215,-89.38215,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,3,Dark - Lighted,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
47,Tennessee,470244,1,1,0,0,1,1,0,25,CLAIBORNE (25),0,NOT APPLICABLE,20,20,4,April,2016,4,Wednesday,18,6:00pm-6:59pm,35,35,0,This section IS NOT on the NHS,8,Other,EARLS HOLLOW RD,,1,Rural,7,Local,67,Tennessee Valley Authority,24,24,36.50525,36.50525,-83.71561944,-83.71561944,8,Other,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,5,Outside Trafficway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,1
48,Texas,480955,2,2,0,0,2,2,0,29,BEXAR (29),6090,SAN ANTONIO,20,20,4,April,2016,4,Wednesday,20,8:00pm-8:59pm,52,52,1,This section IS ON the NHS,1,Interstate,I-10,,2,Urban,1,Interstate,1,State Highway Agency,100,100,29.44237222,29.44237222,-98.36894167,-98.36894167,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,None,0,None,0,None,1,0
